Match ID,Innings,Team ID,Team,Total,Wickets,Overs,RR,LB,NB,W,B,PEN
419129,1,335977,Rajasthan Royals,177,8,20.0,8.85,1.0,,2.0,,
419129,2,335974,Chennai Super Kings,160,6,20.0,8.0,3.0,,3.0,,
419127,1,335971,Kolkata Knight Riders,183,5,20.0,9.15,,2.0,8.0,8.0,
419127,2,335973,Kings XI Punjab,144,6,20.0,7.2,,,5.0,1.0,
419126,1,335980,Deccan Chargers,148,9,20.0,7.4,2.0,,7.0,2.0,
419126,2,335977,Rajasthan Royals,151,2,15.4,9.63,4.0,,7.0,,
419125,1,335974,Chennai Super Kings,180,2,20.0,9.0,4.0,1.0,9.0,,
419125,2,335978,Mumbai Indians,181,5,19.0,9.52,4.0,1.0,9.0,,
419128,1,335975,Delhi Daredevils,183,4,20.0,9.15,1.0,,7.0,,
419128,2,335970,Royal Challengers Bangalore,166,9,20.0,8.3,11.0,1.0,4.0,,
419124,1,335977,Rajasthan Royals,183,5,20.0,9.15,3.0,2.0,5.0,,
419124,2,335973,Kings XI Punjab,152,10,19.1,7.93,2.0,1.0,3.0,,
419123,1,335970,Royal Challengers Bangalore,171,5,20.0,8.55,10.0,1.0,3.0,,
419123,2,335974,Chennai Super Kings,135,7,20.0,6.75,5.0,,6.0,,
419122,1,335971,Kolkata Knight Riders,155,3,20.0,7.75,3.0,,6.0,6.0,
419122,2,335978,Mumbai Indians,156,3,18.3,8.43,,,4.0,,
419121,1,335973,Kings XI Punjab,136,8,20.0,6.8,2.0,,2.0,,
419121,2,335974,Chennai Super Kings,136,7,20.0,6.8,3.0,1.0,7.0,2.0,
419120,1,335980,Deccan Chargers,171,6,20.0,8.55,1.0,1.0,,,
419120,2,335975,Delhi Daredevils,161,9,20.0,8.05,2.0,,1.0,1.0,
419119,1,335978,Mumbai Indians,151,9,20.0,7.55,10.0,,4.0,,
419119,2,335970,Royal Challengers Bangalore,155,3,19.1,8.08,1.0,,,1.0,
419118,1,335977,Rajasthan Royals,168,7,20.0,8.4,4.0,,3.0,1.0,
419118,2,335971,Kolkata Knight Riders,134,5,20.0,6.7,4.0,,1.0,,
419117,1,335980,Deccan Chargers,170,7,20.0,8.5,,,1.0,,
419117,2,335973,Kings XI Punjab,164,8,20.0,8.2,10.0,,2.0,,
419116,1,335975,Delhi Daredevils,185,6,20.0,9.25,4.0,1.0,5.0,,
419116,2,335974,Chennai Super Kings,190,5,19.1,9.91,2.0,,8.0,,
419115,1,335977,Rajasthan Royals,92,10,19.5,4.63,2.0,1.0,4.0,,
419115,2,335970,Royal Challengers Bangalore,93,0,10.4,8.71,,,7.0,,
419114,1,335978,Mumbai Indians,218,7,20.0,10.9,3.0,2.0,11.0,1.0,
419114,2,335975,Delhi Daredevils,120,10,16.3,7.27,2.0,,8.0,1.0,
419113,1,335974,Chennai Super Kings,164,3,20.0,8.2,2.0,,1.0,,
419113,2,335971,Kolkata Knight Riders,109,10,19.2,5.63,5.0,,3.0,,
419112,1,335973,Kings XI Punjab,203,3,20.0,10.15,1.0,1.0,9.0,2.0,
419112,2,335970,Royal Challengers Bangalore,204,2,18.5,10.83,1.0,5.0,4.0,,
419111,1,335977,Rajasthan Royals,141,6,20.0,7.05,,,5.0,,
419111,2,335975,Delhi Daredevils,142,4,17.1,8.27,3.0,,5.0,1.0,
419110,1,335980,Deccan Chargers,190,4,20.0,9.5,3.0,2.0,9.0,2.0,
419110,2,335974,Chennai Super Kings,159,9,20.0,7.95,,,3.0,,
419109,1,335970,Royal Challengers Bangalore,135,7,20.0,6.75,2.0,1.0,1.0,1.0,
419109,2,335971,Kolkata Knight Riders,136,3,19.2,7.03,1.0,,5.0,,
419108,1,335973,Kings XI Punjab,142,9,20.0,7.1,8.0,,5.0,,
419108,2,335975,Delhi Daredevils,146,5,19.5,7.36,5.0,,2.0,,
419107,1,335978,Mumbai Indians,212,6,20.0,10.6,3.0,,13.0,,
419107,2,335977,Rajasthan Royals,208,7,20.0,10.4,,,5.0,,
419106,1,335971,Kolkata Knight Riders,161,4,20.0,8.05,8.0,1.0,6.0,,
419106,2,335980,Deccan Chargers,150,7,20.0,7.5,1.0,2.0,5.0,4.0,
392239,1,335980,Deccan Chargers,143,6,20.0,7.15,2.0,,6.0,,
392239,2,335970,Royal Challengers Bangalore,137,9,20.0,6.85,9.0,,1.0,,
392238,1,335974,Chennai Super Kings,146,5,20.0,7.3,3.0,,3.0,,
392238,2,335970,Royal Challengers Bangalore,149,4,18.5,7.91,3.0,2.0,,,
392237,1,335975,Delhi Daredevils,153,8,20.0,7.65,,1.0,4.0,5.0,
392237,2,335980,Deccan Chargers,154,4,17.4,8.71,,2.0,4.0,,
392236,1,335970,Royal Challengers Bangalore,170,4,20.0,8.5,1.0,,1.0,,
392236,2,335980,Deccan Chargers,158,6,20.0,7.9,3.0,,6.0,4.0,
392235,1,335978,Mumbai Indians,165,8,20.0,8.25,6.0,1.0,11.0,6.0,
392235,2,335975,Delhi Daredevils,166,6,17.3,9.48,,1.0,8.0,,
392234,1,335974,Chennai Super Kings,116,9,20.0,5.8,2.0,,2.0,3.0,
392234,2,335973,Kings XI Punjab,92,8,20.0,4.6,3.0,,3.0,,
392233,1,335977,Rajasthan Royals,101,9,20.0,5.05,2.0,,3.0,,
392233,2,335971,Kolkata Knight Riders,102,6,19.3,5.23,1.0,1.0,1.0,2.0,
392232,1,335975,Delhi Daredevils,134,7,20.0,6.7,,,3.0,,
392232,2,335970,Royal Challengers Bangalore,135,3,19.0,7.1,1.0,2.0,,,
392231,1,335974,Chennai Super Kings,188,3,20.0,9.4,3.0,,13.0,4.0,
392231,2,335971,Kolkata Knight Riders,189,3,20.0,9.45,4.0,1.0,,,
392230,1,335975,Delhi Daredevils,150,3,20.0,7.5,1.0,3.0,1.0,,
392230,2,335977,Rajasthan Royals,136,9,20.0,6.8,6.0,2.0,5.0,,
392229,1,335973,Kings XI Punjab,134,7,20.0,6.7,,1.0,5.0,1.0,
392229,2,335980,Deccan Chargers,133,8,20.0,6.65,,2.0,2.0,1.0,
392228,1,335971,Kolkata Knight Riders,160,5,20.0,8.0,2.0,2.0,2.0,1.0,
392228,2,335980,Deccan Chargers,166,4,20.0,8.3,2.0,2.0,2.0,1.0,
392227,1,335978,Mumbai Indians,147,5,20.0,7.35,3.0,1.0,1.0,,
392227,2,335974,Chennai Super Kings,151,3,19.1,7.87,16.0,,10.0,,
392226,1,335975,Delhi Daredevils,120,9,20.0,6.0,7.0,,7.0,,
392226,2,335973,Kings XI Punjab,123,4,19.1,6.41,2.0,4.0,3.0,,
392225,1,335977,Rajasthan Royals,145,7,20.0,7.25,3.0,,4.0,,
392225,2,335978,Mumbai Indians,143,10,19.5,7.21,3.0,1.0,14.0,,
392224,1,335974,Chennai Super Kings,129,10,19.4,6.55,3.0,,1.0,,
392224,2,335970,Royal Challengers Bangalore,132,8,19.4,6.71,1.0,,3.0,4.0,
392223,1,335975,Delhi Daredevils,173,7,20.0,8.65,1.0,2.0,9.0,,
392223,2,335980,Deccan Chargers,161,10,19.4,8.18,3.0,,5.0,,
392222,1,335973,Kings XI Punjab,119,9,20.0,5.95,1.0,2.0,12.0,3.0,
392222,2,335978,Mumbai Indians,122,2,16.2,7.46,,2.0,4.0,,
392221,1,335971,Kolkata Knight Riders,173,4,20.0,8.65,,2.0,2.0,5.0,
392221,2,335970,Royal Challengers Bangalore,176,4,19.2,9.1,1.0,2.0,6.0,,
392220,1,335980,Deccan Chargers,166,7,20.0,8.3,1.0,,1.0,,
392220,2,335977,Rajasthan Royals,113,10,19.3,5.79,1.0,,3.0,,
392219,1,335971,Kolkata Knight Riders,123,8,20.0,6.15,2.0,1.0,5.0,,
392219,2,335975,Delhi Daredevils,125,3,17.1,7.28,5.0,,6.0,2.0,
392218,1,335978,Mumbai Indians,157,2,20.0,7.85,,,7.0,,
392218,2,335970,Royal Challengers Bangalore,141,7,20.0,7.05,6.0,,8.0,,
392217,1,335977,Rajasthan Royals,140,7,20.0,7.0,5.0,1.0,1.0,,
392217,2,335974,Chennai Super Kings,141,3,18.2,7.69,2.0,,8.0,,
392216,1,335980,Deccan Chargers,168,5,20.0,8.4,2.0,2.0,3.0,,
392216,2,335973,Kings XI Punjab,169,7,19.5,8.52,6.0,,3.0,,
392215,1,335978,Mumbai Indians,116,10,20.0,5.8,2.0,2.0,8.0,1.0,
392215,2,335975,Delhi Daredevils,118,3,18.5,6.26,,,6.0,,
392214,1,335974,Chennai Super Kings,185,3,18.0,10.27,5.0,,1.0,,
392214,2,335973,Kings XI Punjab,174,3,18.0,9.66,3.0,,3.0,,
392213,1,335970,Royal Challengers Bangalore,105,10,20.0,5.25,,1.0,4.0,,
392213,2,335977,Rajasthan Royals,107,3,15.0,7.13,,,3.0,,
392212,1,335980,Deccan Chargers,145,6,20.0,7.25,5.0,,4.0,,
392212,2,335978,Mumbai Indians,126,8,20.0,6.3,2.0,,1.0,,
392211,1,335971,Kolkata Knight Riders,154,3,20.0,7.7,,1.0,3.0,,
392211,2,335975,Delhi Daredevils,157,1,19.0,8.26,1.0,,7.0,,
392210,1,335977,Rajasthan Royals,211,4,20.0,10.55,,4.0,,,
392210,2,335973,Kings XI Punjab,133,8,20.0,6.65,5.0,,13.0,1.0,
392209,1,335974,Chennai Super Kings,178,3,20.0,8.9,5.0,,5.0,,
392209,2,335980,Deccan Chargers,100,10,14.4,6.81,3.0,1.0,2.0,1.0,
392208,1,335978,Mumbai Indians,149,4,20.0,7.45,2.0,1.0,3.0,,
392208,2,335970,Royal Challengers Bangalore,150,1,18.1,8.25,1.0,,7.0,,
392207,1,335971,Kolkata Knight Riders,153,3,20.0,7.65,3.0,,4.0,,
392207,2,335973,Kings XI Punjab,154,4,20.0,7.7,2.0,,8.0,,
392206,1,335974,Chennai Super Kings,163,10,20.0,8.15,,,5.0,4.0,
392206,2,335975,Delhi Daredevils,145,8,20.0,7.25,2.0,1.0,,,
392205,1,335980,Deccan Chargers,141,5,20.0,7.05,3.0,,4.0,,
392205,2,335977,Rajasthan Royals,142,7,19.4,7.22,2.0,1.0,3.0,1.0,
392204,1,335970,Royal Challengers Bangalore,145,9,20.0,7.25,1.0,,4.0,1.0,
392204,2,335973,Kings XI Punjab,137,7,20.0,6.85,6.0,,3.0,4.0,
392203,1,335978,Mumbai Indians,148,6,20.0,7.4,3.0,1.0,6.0,3.0,
392203,2,335971,Kolkata Knight Riders,139,6,20.0,6.95,1.0,1.0,6.0,,
392202,1,335974,Chennai Super Kings,164,5,20.0,8.2,2.0,1.0,2.0,,
392202,2,335977,Rajasthan Royals,126,10,19.3,6.46,5.0,,3.0,,
392201,1,335980,Deccan Chargers,148,9,20.0,7.4,8.0,1.0,2.0,,
392201,2,335975,Delhi Daredevils,150,4,18.4,8.03,4.0,1.0,7.0,,
392200,1,335973,Kings XI Punjab,119,8,20.0,5.95,2.0,,11.0,4.0,
392200,2,335978,Mumbai Indians,116,7,20.0,5.8,1.0,1.0,8.0,1.0,
392199,1,335971,Kolkata Knight Riders,139,6,20.0,6.95,2.0,,7.0,,
392199,2,335970,Royal Challengers Bangalore,143,5,19.5,7.21,1.0,,7.0,1.0,
392198,1,335975,Delhi Daredevils,143,7,20.0,7.15,3.0,1.0,1.0,,
392198,2,335977,Rajasthan Royals,147,5,18.3,7.94,3.0,1.0,5.0,,
392197,1,335978,Mumbai Indians,187,6,20.0,9.35,1.0,,8.0,,
392197,2,335971,Kolkata Knight Riders,95,10,15.2,6.19,,2.0,2.0,,
392196,1,335974,Chennai Super Kings,165,6,20.0,8.25,,3.0,4.0,,
392196,2,335980,Deccan Chargers,169,4,19.3,8.66,2.0,5.0,3.0,,
392195,1,335973,Kings XI Punjab,139,6,20.0,6.95,2.0,,9.0,2.0,
392195,2,335977,Rajasthan Royals,112,7,20.0,5.6,5.0,,5.0,,
392194,1,335970,Royal Challengers Bangalore,149,7,20.0,7.45,5.0,1.0,5.0,,
392194,2,335975,Delhi Daredevils,150,4,19.2,7.75,,,4.0,,
392192,1,335980,Deccan Chargers,168,9,20.0,8.4,7.0,,5.0,2.0,
392192,2,335978,Mumbai Indians,156,7,20.0,7.8,6.0,1.0,6.0,,
392191,1,335970,Royal Challengers Bangalore,168,9,20.0,8.4,1.0,,3.0,4.0,
392191,2,335973,Kings XI Punjab,173,3,19.0,9.1,3.0,,9.0,1.0,
392190,1,335977,Rajasthan Royals,150,6,20.0,7.5,3.0,,7.0,,
392190,2,335971,Kolkata Knight Riders,150,8,20.0,7.5,8.0,1.0,9.0,,
392189,1,335975,Delhi Daredevils,189,5,20.0,9.45,,,1.0,,
392189,2,335974,Chennai Super Kings,180,9,20.0,9.0,6.0,1.0,8.0,,
392188,1,335980,Deccan Chargers,184,6,20.0,9.2,8.0,,1.0,,
392188,2,335970,Royal Challengers Bangalore,160,8,20.0,8.0,1.0,,6.0,,
392186,1,335973,Kings XI Punjab,158,6,20.0,7.9,,,11.0,1.0,
392186,2,335971,Kolkata Knight Riders,79,1,9.2,8.46,,,4.0,,
392185,1,335974,Chennai Super Kings,179,5,20.0,8.95,5.0,,8.0,,
392185,2,335970,Royal Challengers Bangalore,87,10,15.2,5.67,1.0,,4.0,,
392184,1,335971,Kolkata Knight Riders,101,10,19.4,5.13,4.0,,1.0,,
392184,2,335980,Deccan Chargers,104,2,13.1,7.89,,,1.0,1.0,
392183,1,335973,Kings XI Punjab,104,7,12.0,8.66,4.0,,4.0,,
392183,2,335975,Delhi Daredevils,58,0,4.5,12.0,1.0,,3.0,1.0,
392182,1,335970,Royal Challengers Bangalore,133,8,20.0,6.65,2.0,,2.0,,
392182,2,335977,Rajasthan Royals,58,10,15.1,3.82,1.0,1.0,7.0,,
392181,1,335978,Mumbai Indians,165,7,20.0,8.25,1.0,,1.0,1.0,
392181,2,335974,Chennai Super Kings,146,7,20.0,7.3,6.0,,3.0,,
336040,1,335974,Chennai Super Kings,163,5,20.0,8.15,2.0,1.0,3.0,1.0,
336040,2,335977,Rajasthan Royals,164,7,20.0,8.2,6.0,2.0,5.0,1.0,
336039,1,335973,Kings XI Punjab,112,8,20.0,5.6,,,2.0,2.0,
336039,2,335974,Chennai Super Kings,116,1,14.5,7.82,,,4.0,,
336038,1,335977,Rajasthan Royals,192,9,20.0,9.6,1.0,,3.0,,
336038,2,335975,Delhi Daredevils,87,10,16.1,5.38,3.0,,4.0,,
336019,1,335973,Kings XI Punjab,221,3,20.0,11.05,1.0,1.0,3.0,,
336019,2,335977,Rajasthan Royals,180,7,20.0,9.0,3.0,,1.0,,
336012,1,335970,Royal Challengers Bangalore,122,9,18.0,6.77,,1.0,10.0,,
336012,2,335978,Mumbai Indians,126,1,16.0,7.87,2.0,,11.0,,
336037,1,335980,Deccan Chargers,147,8,20.0,7.35,8.0,,7.0,1.0,
336037,2,335974,Chennai Super Kings,148,3,19.2,7.65,3.0,,8.0,,
336036,1,335978,Mumbai Indians,145,7,20.0,7.25,6.0,1.0,6.0,,
336036,2,335977,Rajasthan Royals,146,5,20.0,7.3,6.0,1.0,5.0,4.0,
336035,1,335973,Kings XI Punjab,174,6,20.0,8.7,1.0,,10.0,,
336035,2,335971,Kolkata Knight Riders,175,7,19.4,8.89,5.0,,4.0,,
336002,1,335980,Deccan Chargers,165,10,20.0,8.25,3.0,2.0,8.0,,
336002,2,335970,Royal Challengers Bangalore,171,5,19.0,9.0,3.0,,,,
336032,1,335978,Mumbai Indians,176,8,20.0,8.8,1.0,1.0,7.0,,
336032,2,335975,Delhi Daredevils,179,5,19.5,9.02,2.0,,1.0,,
336033,1,335977,Rajasthan Royals,211,5,20.0,10.55,5.0,1.0,1.0,,
336033,2,335974,Chennai Super Kings,201,7,20.0,10.05,2.0,3.0,3.0,1.0,
336031,1,335980,Deccan Chargers,175,4,20.0,8.75,4.0,,1.0,,
336031,2,335973,Kings XI Punjab,178,4,19.3,9.12,3.0,,5.0,,
336029,1,335970,Royal Challengers Bangalore,126,8,20.0,6.3,3.0,,1.0,,
336029,2,335974,Chennai Super Kings,112,8,20.0,5.6,2.0,2.0,8.0,,
336028,1,335973,Kings XI Punjab,189,4,20.0,9.45,3.0,,9.0,,
336028,2,335978,Mumbai Indians,188,10,20.0,9.4,12.0,1.0,9.0,1.0,
336027,1,335971,Kolkata Knight Riders,147,8,20.0,7.35,2.0,,3.0,,
336027,2,335977,Rajasthan Royals,150,4,16.3,9.09,4.0,,3.0,,
336026,1,335970,Royal Challengers Bangalore,154,7,20.0,7.7,,,9.0,,
336026,2,335975,Delhi Daredevils,158,5,18.2,8.61,6.0,,5.0,1.0,
336024,1,335978,Mumbai Indians,178,7,20.0,8.9,11.0,2.0,7.0,,
336024,2,335980,Deccan Chargers,153,7,20.0,7.65,3.0,1.0,3.0,1.0,
336025,1,335971,Kolkata Knight Riders,149,5,20.0,7.45,7.0,1.0,3.0,2.0,
336025,2,335974,Chennai Super Kings,55,0,8.0,6.87,1.0,,3.0,,
336022,1,335975,Delhi Daredevils,118,4,11.0,10.72,2.0,1.0,7.0,,
336022,2,335973,Kings XI Punjab,94,3,8.0,11.75,2.0,,2.0,,
336023,1,335977,Rajasthan Royals,197,1,20.0,9.85,6.0,1.0,18.0,1.0,
336023,2,335970,Royal Challengers Bangalore,132,9,20.0,6.6,,,6.0,,
336021,1,335971,Kolkata Knight Riders,67,10,15.2,4.36,2.0,,6.0,,
336021,2,335978,Mumbai Indians,68,2,5.3,12.36,5.0,1.0,4.0,,
336020,1,335975,Delhi Daredevils,194,4,20.0,9.7,3.0,,5.0,,
336020,2,335980,Deccan Chargers,182,9,20.0,9.1,1.0,,2.0,,
336018,1,335974,Chennai Super Kings,156,6,20.0,7.8,3.0,,9.0,,
336018,2,335978,Mumbai Indians,158,1,13.5,11.42,4.0,,12.0,,
336017,1,335971,Kolkata Knight Riders,133,6,20.0,6.65,3.0,1.0,7.0,,
336017,2,335975,Delhi Daredevils,110,10,17.5,6.16,1.0,,7.0,,
336016,1,335970,Royal Challengers Bangalore,143,8,20.0,7.15,2.0,,8.0,5.0,
336016,2,335973,Kings XI Punjab,144,1,15.4,9.19,5.0,,4.0,,
336015,1,335975,Delhi Daredevils,156,7,20.0,7.8,6.0,,4.0,1.0,
336015,2,335977,Rajasthan Royals,159,7,19.1,8.29,7.0,3.0,5.0,2.0,
336014,1,335971,Kolkata Knight Riders,204,4,20.0,10.2,1.0,1.0,3.0,,
336014,2,335980,Deccan Chargers,181,7,20.0,9.05,8.0,4.0,4.0,,
336013,1,335974,Chennai Super Kings,181,4,20.0,9.05,4.0,1.0,10.0,,
336013,2,335973,Kings XI Punjab,163,9,20.0,8.15,1.0,,2.0,,
336011,1,335980,Deccan Chargers,140,8,20.0,7.0,4.0,1.0,1.0,,
336011,2,335977,Rajasthan Royals,141,2,16.0,8.81,,,10.0,1.0,
336010,1,335971,Kolkata Knight Riders,129,7,16.0,8.06,3.0,,2.0,,
336010,2,335970,Royal Challengers Bangalore,124,4,16.0,7.75,3.0,1.0,2.0,,
336009,1,335975,Delhi Daredevils,187,5,20.0,9.35,6.0,2.0,4.0,,
336009,2,335974,Chennai Super Kings,188,6,20.0,9.4,4.0,,6.0,1.0,
336008,1,335977,Rajasthan Royals,103,10,16.2,6.3,2.0,,5.0,,
336008,2,335978,Mumbai Indians,104,3,15.1,6.85,2.0,,10.0,,
336007,1,335974,Chennai Super Kings,144,7,20.0,7.2,6.0,,4.0,,
336007,2,335980,Deccan Chargers,148,3,18.0,8.22,1.0,2.0,2.0,,
336006,1,335970,Royal Challengers Bangalore,126,10,19.2,6.51,1.0,,9.0,,
336006,2,335973,Kings XI Punjab,127,4,18.2,6.92,10.0,,7.0,,
336005,1,335974,Chennai Super Kings,109,10,19.0,5.73,1.0,,2.0,4.0,
336005,2,335977,Rajasthan Royals,110,2,14.2,7.67,6.0,1.0,14.0,,
336004,1,335978,Mumbai Indians,162,8,20.0,8.1,2.0,1.0,3.0,4.0,
336004,2,335975,Delhi Daredevils,133,10,18.5,7.06,3.0,1.0,,,
336003,1,335973,Kings XI Punjab,178,6,20.0,8.9,5.0,1.0,4.0,4.0,
336003,2,335971,Kolkata Knight Riders,169,6,20.0,8.45,,,6.0,1.0,
336034,1,335970,Royal Challengers Bangalore,156,8,20.0,7.8,3.0,,2.0,,
336034,2,335980,Deccan Chargers,153,6,20.0,7.65,3.0,,2.0,1.0,
336001,1,335974,Chennai Super Kings,169,6,20.0,8.45,,2.0,5.0,,
336001,2,335975,Delhi Daredevils,172,2,19.0,9.05,1.0,2.0,2.0,1.0,
335999,1,335980,Deccan Chargers,164,8,20.0,8.2,1.0,,2.0,1.0,
335999,2,335973,Kings XI Punjab,167,3,18.5,8.86,2.0,,4.0,,
336000,1,335977,Rajasthan Royals,196,7,20.0,9.8,6.0,4.0,3.0,1.0,
336000,2,335971,Kolkata Knight Riders,151,10,19.1,7.87,2.0,,7.0,3.0,
335998,1,335975,Delhi Daredevils,191,5,20.0,9.55,2.0,1.0,1.0,,
335998,2,335970,Royal Challengers Bangalore,181,5,20.0,9.05,10.0,1.0,,1.0,
335997,1,335971,Kolkata Knight Riders,137,8,20.0,6.85,5.0,,7.0,1.0,
335997,2,335978,Mumbai Indians,138,3,18.4,7.39,5.0,1.0,9.0,,
335996,1,335974,Chennai Super Kings,178,5,20.0,8.9,1.0,,3.0,,
335996,2,335970,Royal Challengers Bangalore,165,10,19.4,8.38,1.0,,6.0,,
335994,1,335978,Mumbai Indians,154,7,20.0,7.7,4.0,2.0,3.0,2.0,
335994,2,335980,Deccan Chargers,155,0,12.0,12.91,1.0,,4.0,4.0,
335995,1,335975,Delhi Daredevils,158,8,20.0,7.9,5.0,,6.0,,
335995,2,335973,Kings XI Punjab,162,6,19.3,8.3,3.0,2.0,4.0,,
335992,1,335970,Royal Challengers Bangalore,135,8,20.0,6.75,2.0,1.0,3.0,,
335992,2,335977,Rajasthan Royals,138,3,17.1,8.03,1.0,,2.0,,
335993,1,335971,Kolkata Knight Riders,147,9,20.0,7.35,2.0,2.0,4.0,,
335993,2,335974,Chennai Super Kings,152,1,17.0,8.94,4.0,1.0,12.0,1.0,
335991,1,335973,Kings XI Punjab,182,10,20.0,9.1,1.0,1.0,4.0,1.0,
335991,2,335978,Mumbai Indians,116,9,20.0,5.8,1.0,2.0,4.0,,
335990,1,335980,Deccan Chargers,214,5,20.0,10.7,,1.0,5.0,,
335990,2,335977,Rajasthan Royals,217,7,19.5,10.94,4.0,1.0,2.0,,
335989,1,335974,Chennai Super Kings,208,5,20.0,10.4,3.0,2.0,9.0,4.0,
335989,2,335978,Mumbai Indians,202,7,20.0,10.1,5.0,2.0,6.0,,
335988,1,335980,Deccan Chargers,142,8,20.0,7.1,3.0,1.0,1.0,,
335988,2,335975,Delhi Daredevils,143,1,13.0,11.0,,,7.0,,5.0
335987,1,335973,Kings XI Punjab,166,8,20.0,8.3,1.0,1.0,2.0,,
335987,2,335977,Rajasthan Royals,168,4,18.1,9.24,2.0,4.0,6.0,,
335985,1,335978,Mumbai Indians,165,6,20.0,8.25,6.0,,3.0,2.0,
335985,2,335970,Royal Challengers Bangalore,166,5,19.4,8.44,,,5.0,,
335986,1,335980,Deccan Chargers,110,10,18.4,5.89,4.0,2.0,4.0,,
335986,2,335971,Kolkata Knight Riders,112,5,19.0,5.89,8.0,1.0,15.0,4.0,
335984,1,335977,Rajasthan Royals,129,8,20.0,6.45,3.0,,3.0,1.0,
335984,2,335975,Delhi Daredevils,132,1,15.1,8.7,,,10.0,,
335983,1,335974,Chennai Super Kings,240,5,20.0,12.0,2.0,1.0,3.0,,
335983,2,335973,Kings XI Punjab,207,4,20.0,10.35,4.0,,5.0,2.0,
335982,1,335971,Kolkata Knight Riders,222,3,20.0,11.1,4.0,,9.0,4.0,
335982,2,335970,Royal Challengers Bangalore,82,10,15.1,5.4,8.0,,11.0,,
