Match ID,Innings,Team ID,Team,Total,Wickets,Overs,RR,LB,NB,W,B,PEN
729287,1,335978,Mumbai Indians,115,9,20.0,5.75,3.0,1.0,7.0,1.0,
729287,2,335970,Royal Challengers Bangalore,116,3,17.3,6.62,1.0,,1.0,,
729285,1,628333,Sunrisers Hyderabad,133,6,20.0,6.65,5.0,,9.0,1.0,
729285,2,335977,Rajasthan Royals,135,6,19.3,6.92,3.0,,2.0,,
729283,1,335974,Chennai Super Kings,205,4,20.0,10.25,2.0,1.0,11.0,,
729283,2,335973,Kings XI Punjab,206,4,18.5,10.93,1.0,,5.0,,
729281,1,335975,Delhi Daredevils,145,4,20.0,7.25,,1.0,9.0,,
729281,2,335970,Royal Challengers Bangalore,146,2,16.4,8.76,,1.0,3.0,,
729279,1,335971,Kolkata Knight Riders,163,5,20.0,8.15,4.0,,4.0,,
729279,2,335978,Mumbai Indians,122,7,20.0,6.1,,,1.0,4.0,
598073,1,335978,Mumbai Indians,148,9,20.0,7.4,2.0,,3.0,,
598073,2,335974,Chennai Super Kings,125,9,20.0,6.25,2.0,,7.0,,
598072,1,335977,Rajasthan Royals,165,6,20.0,8.25,4.0,2.0,8.0,,
598072,2,335978,Mumbai Indians,169,6,19.5,8.52,6.0,,4.0,,
598071,1,628333,Sunrisers Hyderabad,132,7,20.0,6.6,2.0,,4.0,,
598071,2,335977,Rajasthan Royals,135,6,19.2,6.98,,,4.0,,
598070,1,335974,Chennai Super Kings,192,1,20.0,9.6,1.0,,,,
598070,2,335978,Mumbai Indians,144,10,18.4,7.71,3.0,1.0,1.0,,
598069,1,335971,Kolkata Knight Riders,130,7,20.0,6.5,7.0,,7.0,,
598069,2,628333,Sunrisers Hyderabad,132,5,18.5,7.0,1.0,,8.0,,
598067,1,474666,Pune Warriors,172,5,20.0,8.6,2.0,1.0,2.0,,
598067,2,335975,Delhi Daredevils,134,9,20.0,6.7,5.0,1.0,10.0,,
598068,1,335970,Royal Challengers Bangalore,106,2,8.0,13.25,3.0,,2.0,,
598068,2,335974,Chennai Super Kings,82,6,8.0,10.25,,,2.0,,
598066,1,335973,Kings XI Punjab,183,8,20.0,9.15,3.0,,4.0,,
598066,2,335978,Mumbai Indians,133,10,19.1,6.93,6.0,1.0,2.0,,
598065,1,628333,Sunrisers Hyderabad,136,9,20.0,6.8,9.0,,5.0,1.0,
598065,2,335977,Rajasthan Royals,113,9,20.0,5.65,4.0,,2.0,,
598028,1,335973,Kings XI Punjab,171,4,20.0,8.55,6.0,,3.0,,
598028,2,335975,Delhi Daredevils,164,7,20.0,8.2,6.0,3.0,,4.0,
598063,1,335978,Mumbai Indians,166,8,20.0,8.3,3.0,,4.0,,
598063,2,335977,Rajasthan Royals,152,7,20.0,7.6,4.0,,8.0,4.0,
598061,1,474666,Pune Warriors,170,4,20.0,8.5,,,1.0,,
598061,2,335971,Kolkata Knight Riders,163,7,20.0,8.15,4.0,,11.0,,
598062,1,335974,Chennai Super Kings,168,4,20.0,8.4,2.0,,8.0,,
598062,2,335975,Delhi Daredevils,135,9,20.0,6.75,4.0,,5.0,,
598045,1,335970,Royal Challengers Bangalore,174,5,20.0,8.7,1.0,3.0,3.0,,
598045,2,335973,Kings XI Punjab,176,3,18.1,9.68,4.0,,4.0,,
598060,1,628333,Sunrisers Hyderabad,178,3,20.0,8.9,,,6.0,1.0,
598060,2,335978,Mumbai Indians,184,3,19.3,9.43,1.0,1.0,5.0,,
598058,1,335974,Chennai Super Kings,141,4,20.0,7.05,5.0,,3.0,,
598058,2,335977,Rajasthan Royals,144,5,17.1,8.38,,,1.0,,
598057,1,335970,Royal Challengers Bangalore,115,9,20.0,5.75,1.0,,1.0,1.0,
598057,2,335971,Kolkata Knight Riders,116,5,19.2,6.0,1.0,,4.0,,
598056,1,628333,Sunrisers Hyderabad,150,7,20.0,7.5,1.0,,1.0,2.0,
598056,2,335973,Kings XI Punjab,120,9,20.0,6.0,1.0,,2.0,5.0,
598055,1,474666,Pune Warriors,112,8,20.0,5.6,2.0,1.0,,1.0,
598055,2,335978,Mumbai Indians,116,5,18.5,6.15,,,4.0,,
598054,1,335970,Royal Challengers Bangalore,183,4,20.0,9.15,,1.0,4.0,,
598054,2,335975,Delhi Daredevils,179,7,20.0,8.95,6.0,1.0,4.0,,
598053,1,335971,Kolkata Knight Riders,152,6,20.0,7.6,3.0,,4.0,4.0,
598053,2,474666,Pune Warriors,106,10,19.3,5.43,,1.0,3.0,,
598052,1,335973,Kings XI Punjab,145,6,20.0,7.25,6.0,,3.0,,
598052,2,335977,Rajasthan Royals,147,2,19.0,7.73,1.0,,5.0,,
598051,1,335974,Chennai Super Kings,223,3,20.0,11.15,2.0,3.0,5.0,,
598051,2,628333,Sunrisers Hyderabad,146,8,20.0,7.3,,,4.0,,
598050,1,335978,Mumbai Indians,170,6,20.0,8.5,1.0,,10.0,,
598050,2,335971,Kolkata Knight Riders,105,10,18.2,5.72,9.0,,,,
598049,1,335975,Delhi Daredevils,154,4,20.0,7.7,2.0,,5.0,,
598049,2,335977,Rajasthan Royals,155,1,17.5,8.69,1.0,,9.0,1.0,
598064,1,335970,Royal Challengers Bangalore,190,3,20.0,9.5,5.0,1.0,4.0,,
598064,2,335973,Kings XI Punjab,194,4,18.0,10.77,2.0,1.0,4.0,4.0,
598047,1,474666,Pune Warriors,178,4,20.0,8.9,,,11.0,,
598047,2,335977,Rajasthan Royals,182,5,19.5,9.17,,,3.0,,
598046,1,335978,Mumbai Indians,139,5,20.0,6.95,,,4.0,,
598046,2,335974,Chennai Super Kings,79,10,15.2,5.15,1.0,,8.0,,
598044,1,335975,Delhi Daredevils,80,10,19.1,4.17,1.0,1.0,3.0,1.0,
598044,2,628333,Sunrisers Hyderabad,81,4,13.5,5.85,,,3.0,,
598043,1,335977,Rajasthan Royals,132,6,20.0,6.6,1.0,1.0,5.0,,
598043,2,335971,Kolkata Knight Riders,133,2,17.2,7.67,5.0,,5.0,,
598042,1,335970,Royal Challengers Bangalore,187,3,20.0,9.35,1.0,,11.0,,
598042,2,474666,Pune Warriors,170,9,20.0,8.5,2.0,,4.0,,
598041,1,335974,Chennai Super Kings,186,4,20.0,9.3,1.0,,2.0,,
598041,2,335973,Kings XI Punjab,171,6,20.0,8.55,3.0,,,,
598040,1,335971,Kolkata Knight Riders,136,7,20.0,6.8,2.0,,5.0,,
598040,2,335975,Delhi Daredevils,137,3,17.5,7.68,1.0,,1.0,,
598039,1,335978,Mumbai Indians,129,4,20.0,6.45,1.0,2.0,4.0,,
598039,2,628333,Sunrisers Hyderabad,130,3,18.0,7.22,,1.0,2.0,,
598038,1,335974,Chennai Super Kings,164,3,20.0,8.2,2.0,,2.0,,
598038,2,474666,Pune Warriors,127,9,20.0,6.35,1.0,1.0,4.0,,
598037,1,335978,Mumbai Indians,174,3,20.0,8.7,3.0,1.0,4.0,,
598037,2,335973,Kings XI Punjab,170,10,20.0,8.5,3.0,1.0,5.0,4.0,
598036,1,335970,Royal Challengers Bangalore,171,6,20.0,8.55,5.0,2.0,3.0,,
598036,2,335977,Rajasthan Royals,173,6,19.5,8.72,3.0,,2.0,,
598035,1,335975,Delhi Daredevils,164,5,20.0,8.2,2.0,,12.0,,
598035,2,474666,Pune Warriors,149,4,20.0,7.45,3.0,,3.0,,
598034,1,335974,Chennai Super Kings,200,3,20.0,10.0,,,2.0,1.0,
598034,2,335971,Kolkata Knight Riders,186,4,20.0,9.3,4.0,1.0,11.0,4.0,
598033,1,335978,Mumbai Indians,194,7,20.0,9.7,2.0,,3.0,4.0,
598033,2,335970,Royal Challengers Bangalore,136,7,20.0,6.8,1.0,1.0,5.0,4.0,
598032,1,628333,Sunrisers Hyderabad,144,9,20.0,7.2,2.0,,9.0,,
598032,2,335977,Rajasthan Royals,146,2,17.5,8.18,1.0,,1.0,,
598031,1,335973,Kings XI Punjab,149,6,20.0,7.45,4.0,,,1.0,
598031,2,335971,Kolkata Knight Riders,150,4,18.2,8.18,5.0,1.0,2.0,4.0,
598030,1,628333,Sunrisers Hyderabad,159,6,20.0,7.95,5.0,,3.0,,
598030,2,335974,Chennai Super Kings,160,5,19.4,8.13,1.0,1.0,4.0,,
598029,1,335971,Kolkata Knight Riders,159,6,20.0,7.95,3.0,1.0,1.0,1.0,
598029,2,335978,Mumbai Indians,162,5,19.5,8.16,4.0,,,,
598059,1,335975,Delhi Daredevils,120,7,20.0,6.0,4.0,,3.0,,
598059,2,335973,Kings XI Punjab,121,5,17.0,7.11,,,2.0,4.0,
598027,1,335970,Royal Challengers Bangalore,263,5,20.0,13.15,3.0,2.0,6.0,,
598027,2,474666,Pune Warriors,133,9,20.0,6.65,1.0,,3.0,,
598026,1,335977,Rajasthan Royals,185,4,20.0,9.25,3.0,1.0,6.0,,
598026,2,335974,Chennai Super Kings,186,5,19.5,9.37,4.0,,3.0,,
598025,1,474666,Pune Warriors,185,4,20.0,9.25,4.0,,4.0,,
598025,2,335973,Kings XI Punjab,186,3,19.5,9.37,2.0,,1.0,,
598024,1,335978,Mumbai Indians,161,4,20.0,8.05,1.0,,2.0,,
598024,2,335975,Delhi Daredevils,165,1,17.0,9.7,,3.0,1.0,,
598023,1,335977,Rajasthan Royals,117,10,19.4,5.94,,,,,
598023,2,335970,Royal Challengers Bangalore,123,3,17.5,6.89,5.0,,11.0,,
598022,1,335971,Kolkata Knight Riders,119,9,20.0,5.95,3.0,,1.0,,
598022,2,335974,Chennai Super Kings,124,6,19.1,6.46,4.0,,1.0,1.0,
598021,1,335973,Kings XI Punjab,123,9,20.0,6.15,1.0,,2.0,4.0,
598021,2,628333,Sunrisers Hyderabad,127,5,18.5,6.74,1.0,,1.0,4.0,
598020,1,335974,Chennai Super Kings,169,4,20.0,8.45,4.0,,5.0,,
598020,2,335975,Delhi Daredevils,83,10,17.3,4.74,,,4.0,,
598019,1,335977,Rajasthan Royals,179,3,20.0,8.95,7.0,2.0,6.0,,
598019,2,335978,Mumbai Indians,92,10,18.2,5.01,4.0,,3.0,,
598018,1,628333,Sunrisers Hyderabad,119,8,20.0,5.95,,,5.0,,
598018,2,474666,Pune Warriors,108,10,19.0,5.68,,,,,
598017,1,335975,Delhi Daredevils,152,5,20.0,7.6,1.0,1.0,3.0,,
598017,2,335970,Royal Challengers Bangalore,152,7,20.0,7.6,1.0,,2.0,1.0,
598016,1,335973,Kings XI Punjab,157,9,20.0,7.85,2.0,,3.0,1.0,
598016,2,335971,Kolkata Knight Riders,153,9,20.0,7.65,7.0,,5.0,,
598015,1,474666,Pune Warriors,159,5,20.0,7.95,6.0,,2.0,,
598015,2,335974,Chennai Super Kings,135,8,20.0,6.75,,,2.0,,
598014,1,335973,Kings XI Punjab,124,10,18.5,6.58,2.0,1.0,7.0,,
598014,2,335977,Rajasthan Royals,126,4,19.2,6.51,6.0,,3.0,,
598013,1,335971,Kolkata Knight Riders,180,4,20.0,9.0,4.0,,4.0,,
598013,2,628333,Sunrisers Hyderabad,132,7,20.0,6.6,6.0,,5.0,1.0,
598012,1,335970,Royal Challengers Bangalore,165,6,20.0,8.25,1.0,1.0,6.0,,
598012,2,335974,Chennai Super Kings,166,6,19.5,8.36,1.0,3.0,4.0,,
598011,1,335978,Mumbai Indians,183,3,20.0,9.15,,1.0,2.0,,
598011,2,474666,Pune Warriors,142,8,20.0,7.1,1.0,,4.0,,
598010,1,335975,Delhi Daredevils,114,8,20.0,5.7,2.0,1.0,4.0,,
598010,2,628333,Sunrisers Hyderabad,115,7,19.2,5.94,1.0,1.0,1.0,,
598009,1,335977,Rajasthan Royals,145,5,20.0,7.25,3.0,1.0,3.0,,
598009,2,474666,Pune Warriors,148,3,18.4,7.92,2.0,1.0,3.0,,
598008,1,335971,Kolkata Knight Riders,154,8,20.0,7.7,3.0,1.0,2.0,,
598008,2,335970,Royal Challengers Bangalore,158,2,17.3,9.02,,2.0,8.0,,
598007,1,335973,Kings XI Punjab,138,10,19.5,6.95,6.0,,2.0,,
598007,2,335974,Chennai Super Kings,139,0,17.2,8.01,1.0,,2.0,,
598006,1,335978,Mumbai Indians,209,5,20.0,10.45,6.0,1.0,3.0,,
598006,2,335975,Delhi Daredevils,165,9,20.0,8.25,1.0,,8.0,1.0,
598048,1,628333,Sunrisers Hyderabad,161,6,20.0,8.05,,1.0,4.0,,
598048,2,335970,Royal Challengers Bangalore,162,3,17.4,9.16,1.0,,4.0,,
598005,1,335977,Rajasthan Royals,144,6,20.0,7.2,6.0,1.0,1.0,1.0,
598005,2,335971,Kolkata Knight Riders,125,10,19.0,6.57,5.0,,6.0,,
598004,1,335970,Royal Challengers Bangalore,130,8,20.0,6.5,1.0,,7.0,,
598004,2,628333,Sunrisers Hyderabad,130,7,20.0,6.5,9.0,,6.0,1.0,
598003,1,474666,Pune Warriors,99,9,20.0,4.95,2.0,,1.0,,
598003,2,335973,Kings XI Punjab,100,2,12.2,8.1,,1.0,2.0,,
598002,1,335978,Mumbai Indians,148,6,20.0,7.4,3.0,,6.0,,
598002,2,335974,Chennai Super Kings,139,9,20.0,6.95,1.0,,6.0,,
598001,1,335977,Rajasthan Royals,165,7,20.0,8.25,3.0,,6.0,,
598001,2,335975,Delhi Daredevils,160,6,20.0,8.0,5.0,,6.0,,
598000,1,628333,Sunrisers Hyderabad,126,6,20.0,6.3,1.0,,2.0,,
598000,2,474666,Pune Warriors,104,10,18.5,5.52,,,2.0,,
597999,1,335970,Royal Challengers Bangalore,156,5,20.0,7.8,11.0,,5.0,,
597999,2,335978,Mumbai Indians,154,5,20.0,7.7,4.0,1.0,2.0,1.0,
597998,1,335975,Delhi Daredevils,128,10,20.0,6.4,,,4.0,1.0,
597998,2,335971,Kolkata Knight Riders,129,4,18.4,6.91,3.0,,3.0,,
548381,1,335974,Chennai Super Kings,190,3,20.0,9.5,3.0,2.0,2.0,,
548381,2,335971,Kolkata Knight Riders,192,5,19.4,9.76,1.0,1.0,6.0,,
548380,1,335974,Chennai Super Kings,222,5,20.0,11.1,1.0,,5.0,,
548380,2,335975,Delhi Daredevils,136,10,16.5,8.07,3.0,,7.0,1.0,
548379,1,335974,Chennai Super Kings,187,5,20.0,9.35,2.0,,3.0,,
548379,2,335978,Mumbai Indians,149,9,20.0,7.45,5.0,1.0,5.0,,
548378,1,335971,Kolkata Knight Riders,162,4,20.0,8.1,2.0,,2.0,,
548378,2,335975,Delhi Daredevils,144,8,20.0,7.2,5.0,,5.0,4.0,
548377,1,335977,Rajasthan Royals,162,6,20.0,8.1,1.0,2.0,11.0,,
548377,2,335978,Mumbai Indians,163,0,18.0,9.05,2.0,1.0,15.0,,
548376,1,335980,Deccan Chargers,132,7,20.0,6.6,5.0,,4.0,1.0,
548376,2,335970,Royal Challengers Bangalore,123,9,20.0,6.15,,,3.0,,
548375,1,335971,Kolkata Knight Riders,136,4,20.0,6.8,1.0,2.0,,4.0,
548375,2,474666,Pune Warriors,102,8,20.0,5.1,2.0,,7.0,1.0,
548374,1,335973,Kings XI Punjab,141,8,20.0,7.05,1.0,,7.0,,
548374,2,335975,Delhi Daredevils,145,4,18.2,7.9,2.0,,7.0,,
548373,1,335977,Rajasthan Royals,126,8,20.0,6.3,2.0,1.0,3.0,1.0,
548373,2,335980,Deccan Chargers,128,5,18.4,6.85,1.0,,8.0,,
548372,1,335970,Royal Challengers Bangalore,215,1,20.0,10.75,,2.0,2.0,,
548372,2,335975,Delhi Daredevils,194,9,20.0,9.7,3.0,,4.0,,
548371,1,335974,Chennai Super Kings,120,7,20.0,6.0,2.0,,1.0,1.0,
548371,2,335973,Kings XI Punjab,123,4,16.3,7.45,3.0,,2.0,,
548370,1,335971,Kolkata Knight Riders,140,7,20.0,7.0,5.0,1.0,7.0,1.0,
548370,2,335978,Mumbai Indians,108,10,19.1,5.63,2.0,,2.0,,
548369,1,335973,Kings XI Punjab,136,8,20.0,6.8,3.0,,1.0,,
548369,2,335975,Delhi Daredevils,140,5,19.0,7.36,1.0,,1.0,,
548368,1,335971,Kolkata Knight Riders,158,6,20.0,7.9,2.0,,1.0,,
548368,2,335974,Chennai Super Kings,160,5,20.0,8.0,4.0,,1.0,,
548367,1,335970,Royal Challengers Bangalore,171,6,20.0,8.55,2.0,3.0,9.0,,
548367,2,335978,Mumbai Indians,173,5,19.4,8.79,4.0,,7.0,,
548366,1,335980,Deccan Chargers,190,4,20.0,9.5,6.0,1.0,2.0,,
548366,2,335973,Kings XI Punjab,194,6,20.0,9.7,6.0,,2.0,,
548365,1,335977,Rajasthan Royals,170,4,20.0,8.5,,,3.0,,
548365,2,474666,Pune Warriors,125,9,20.0,6.25,1.0,1.0,1.0,1.0,
548364,1,335975,Delhi Daredevils,114,5,20.0,5.7,2.0,,5.0,,
548364,2,335974,Chennai Super Kings,115,1,15.2,7.5,,,1.0,,
548363,1,335978,Mumbai Indians,182,1,20.0,9.1,2.0,,3.0,,
548363,2,335971,Kolkata Knight Riders,155,4,20.0,7.75,2.0,1.0,1.0,,
